UID	DURATION	FILENAME				
2010-07-28-e	6:47	Tzina_Botan_JVC313_koweewat_2010-07-28-e.wav				
2010-07-28-f	5:04	Chilc_Botan_RMM302_ahwachaamaani-Onagraceae_2010-07-28-f.wav				
2010-07-28-g	49:11	Zuapl_Tradi_MFC314_tatoonalnootsalis_2010-07-28-g.wav				
2010-07-28-h	10:19	Tzina_Botan_JVC313-RMM302_piinaawits-Leguminosae_2010-07-28-h.wav				
2010-07-28-i	10:36	Tzina_Botan_JVC313_Melastomataceae-teswakapolin_2010-07-28-i.wav				
2010-07-28-j	17:09	Tzina_Botan_JVC313-RMM302_Primulaceae-kapolin_2010-07-28-j.wav				
2010-07-28-k	11:03	Zuapl_Tradi_MFC314_tatoonalnootsalis-pahti_2010-07-28-k.wav				
2010-07-28-l	15:17	Tzina_Botan_JVC313-RMM302_kowtatiil_2010-07-28-l.wav				
2010-07-28-m	8:49	Tzina_Medic_JVC313-RMM302_pahti-see-moteki_2010-07-28-m.wav				
2010-07-28-n	32:50	Tzina_Zoolo_JVC313_kowaat-tein-teekwa_2010-07-28-n.wav				
2010-07-28-o	19:40	Zihua_Botan_MFC314-RMM302_chalawih-Leguminosae_2010-07-28-o.wav				
2010-07-29-a	21:45	Tzina_Botan_AND308_chalawih-Leguminosae_2010-07-29-a.wav				
2010-07-29-b	51:16	Tzina_Botan_AND308-MFC307_witsikiteempiil-Rubiaceae_2010-07-29-b.wav				
2010-07-29-c	15:25	Xaltn_Botan_MFC307_itskwinpahwits-Solanaceae_2010-07-29-c.wav				
2010-07-29-d	16:39	Tzina_Botan_JSD318_itskwinpahwits-Solanaceae_2010-07-29-d.wav				
2010-07-29-e	32:10	Tzina_Botan_JSD318-AND308_wiwilakani-Malvaceae_2010-07-29-e.wav				
2010-07-29-f	18:04	Xaltn_Botan_MFC307_teempaawaxiwit-Malvaceae_2010-07-29-f.wav				
2010-07-29-g	15:19	Tzina_Botan_AND308_aapahkamoh-Dioscoreaceae_2010-07-29-g.wav				
2010-07-29-h	7:43	Tzina_Botan_AND308_teenkwaakwalaxoochit-Acanthaceae_2010-07-29-h.wav				
2010-07-29-x	32:59	Xaltn_Botan_MFC307_Moraceae-ohohxin_2010-07-29-i.wav				
2010-07-30-a	2:02	Tzina_Zoolo_JVC313_tiiltik-aaskat-Formicidae_2010-07-30-a.wav				
2010-07-30-b	1:58	Tzina_Zoolo_JVC313_kowaaskat-Formicidae_2010-07-30-b.wav				
2010-07-30-c	1:42	Tzina_Zoolo_JVC313_nextik-aaskat-Formicidae_2010-07-30-c.wav				
2010-07-30-d	3:31	Tzina_Zoolo_JVC313_teemiinkeh-Formicidae_2010-07-30-d.wav				
2010-07-30-e	3:45	Tzina_Zoolo_JVC313_teentikow-Formicidae_2010-07-30-e.wav				
2010-07-30-f	2:34	Tzina_Zoolo_JVC313_teemiinkeh-teentikow-Formicidae_2010-07-30-f.wav				
2010-07-30-g	5:24	Tzina_Zoolo_JVC313_tsiikat-teenaan-Formicidae_2010-07-30-g.wav				
2010-07-30-h	2:39	Tzina_Zoolo_JVC313_iixpopoyooaaskat-Formicidae_2010-07-30-h.wav				
2010-07-30-i	3:11	Tzina_Zoolo_JVC313_chikikis-aaskat-Formicidae_2010-07-30-i.wav				
2010-07-30-j	2:36	Tzina_Zoolo_JVC313_kwapeepeyoolin_2010-07-30-j.wav				
2010-07-30-k	2:33	Tzina_Zoolo_JVC313_tsaawalaaskat-Formicidae_2010-07-30-k.wav				
2010-07-30-l	2:46	Tzina_Zoolo_JVC313_xokookaaskat-Formicidae_2010-07-30-l.wav				
2010-07-30-m	4:25	Tzina_Zoolo_JVC313_chiilaaskat-Formicidae_2010-07-30-m.wav				
2010-07-30-n	2:26	Tzina_Zoolo_JVC313_ixwanimeh-Formicidae_2010-07-30-n.wav				
2010-07-30-o	7:09	Tzina_Zoolo_JVC313_peepeewanimeh-Formicidae_2010-07-30-o.wav				
2010-07-30-p	3:48	Tzina_Zoolo_JVC313_totoch-Formicidae_2010-07-30-p.wav				
2010-07-30-q	4:27	Tzina_Zoolo_JVC313_toorohwits-aaskat-Formicidae_2010-07-30-q.wav				
2010-07-30-r	3:09	Tzina_Zoolo_JVC313_kowxiixinoolah-Formicidae_2010-07-30-r.wav				
2010-07-30-s	6:21	Tzina_Zoolo_JVC313_kostik-aaskat-Formicidae_2010-07-30-s.wav				
2010-07-30-t	2:35	Tzina_Zoolo_JVC313_aaskapaapaaloot-Formicidae_2010-07-30-t.wav				
2010-07-30-u	13:47	Tzina_MatCl_MJA312_wahkal-pili_2010-07-30-u.wav				
2010-07-30-v	13:41	Tzina_MatCl_MJA312_wahkal-weei_2010-07-30-v.wav				
2010-07-30-w	20:28	Tzina_Tradi_MJA312_saantoh-iixpan_2010-07-30-w.wav				
2010-07-30-x	17:58	Tzina_Botan_JVC313-MJA312_kilit_2010-07-30-x.wav				
2010-07-30-y	8:30	Tzina_Botan_JVC313-MJA312_Begoniaceae-xokoyoolin_2010-07-30-y.wav				
2010-07-30-z	2:55	Tzina_Zoolo_JVC313_chiknaaw_2010-07-30-z.wav				
2010-07-31-a	3:14	Tzina_Zoolo_JVC313-MJA312_tahsolmaamaani-_2010-07-31-a.wav				
2010-07-31-b	6:29	Xaltn_Medic_MFC307_tsiipiti_2010-07-31-b.wav				
2010-07-31-c	13:07	Tzina_Medic_AND308_xiwit-tein-teeekaeskiixtia-waan-kipahtia_2010-07-31-c.wav				
2010-07-31-d	10:07	Tzina_Medic_AND308_mihmiki _2010-07-31-d.wav				
2010-07-31-e	5:21	Tzina_Botan_AND308_Family-pending-totopoonxiwit_2010-07-31-e.wav				
2010-07-31-f	11:28	Tzina_Medic_AND308_iixoch_2010-07-31-f.wav				
2010-07-31-g	8:00	Tzina_Medic_AND308_kalanemiilis_2010-07-31-g.wav				
2010-07-31-h	53:46	Tzina_Medic_AND308-MFC307_totoonik_2010-07-31-h.wav				
2010-07-31-i	24:38	Xaltn_Medic_MFC307_totoonik_2010-07-31-i.wav				
2010-07-31-j	8:53	Xaltn_Medic_MFC307_pohpoxoon_2010-07-31-j.wav				
2010-07-31-k	26:21	Xaltn_Medic_MFC307_mihmikilootataxis_2010-07-31-k.wav				
2010-07-31-l	11:23	Tzina_Medic_AND308_mihmikilootataxis_2010-07-31-l.wav				
2010-07-31-m	5:43	Tzina_Medic_AND308_opochehkat_2010-07-31-m.wav				
2010-07-31-n	21:59	Xaltn_Medic_MFC307_chaawis_2010-07-31-n.wav				
2010-07-31-o	14:26	Tzina_Medic_AND308_chaawis_2010-07-31-o.wav				
2010-07-31-p	9:29	Tzina_Medic_AND308_kwitkowaameh_2010-07-31-p.wav				
2010-07-31-q	3:52	Tzina_Botan_AND308_maaltantsiin-Lamiaceae_2010-07-31-q.wav				
2010-07-31-r	7:01	Xaltn_Medic_MFC307_ohpolowa_2010-07-31-r.wav				
2011-07-13-a	8:33	Tzina_Botan_AND308-JVC313_nexkihit-Zingiberaceae_2011-07-13-a.wav				
2011-07-13-b  	7:05	Tzina_Botan_AND308-JVC313_xokopahpata-Zingiberaceae_2011-07-13-b.wav				
2011-07-13-c	4:15	Tzina_Botan_AND308-JVC313_aakiitsmekat-Vitaceae_2011-07-13-c.wav				
2011-07-13-d	5:18	Tzina_Botan_AND308-JVC313_texokomekat-xokomekat-Vitaceae_2011-07-13-d.wav				
2011-07-13-e	8:51	Tzina_Botan_AND308-JVC313_Family-pending-petoolmekat_2011-07-13-e.wav				
2011-07-13-f	11:36	Tzina_Botan_AND308-JVC313_Leguminosae-kwitaxkolmekat_2011-07-13-f.wav				
2011-07-13-g	4:52	Tzina_Botan_AND308-JVC313_tanokwilpahxiwit-Verbenaceae_2011-07-13-g.wav				
2011-07-13-h	6:39	Tzina_Botan_AND308-JVC313_Verbenaceae-okwilkowit-kwaaokwilkowit_2011-07-13-h.wav				
2011-07-13-i	10:17	Tzina_Botan_AND308-JVC313_tsopeelik-xiwit-Verbenaceae_2011-07-13-i.wav				
2011-07-13-j	15:10	Tzina_Medic_AND308-JVC313_temaaskal_2011-07-13-j.wav				
2011-07-13-k	16:37	Tzina_Medic_JVC313_temaaskal_2011-07-13-k.wav				
2011-07-13-l	7:33	Tzina_Botan_JVC313-AND308_chapolistit-Verbenaceae_2011-07-13-l.wav				
2011-07-13-m	5:41	Tzina_Botan_JVC313-AND308_tootookowit-Ulmaceae_2011-07-13-m.wav				
2011-07-13-n	7:17	Tzina_Botan_JVC313-AND308_aatsiitsikaas-Urticaceae_2011-07-13-n.wav				
2011-07-13-o	6:53	Tzina_Botan_AND308_aatsiitsikaas-Urticaceae_2011-07-13-o.wav				
2011-07-13-p	10:55	Tzina_Botan_JVC313-AND308_xoonoot-Tiliaceae_2011-07-13-p.wav				
2011-07-13-q	3:23	Tzina_Botan_JVC313-AND308_tsonsasa-Tiliaceae_2011-07-13-q.wav				
2011-07-14-a	12:01	Chilc_Botan_RMM302_aakiismekat-texokomekat-Vitaceae_2011-07-14-a.wav				
2011-07-14-b	16:25	Chilc_Botan_RMM302_aatsiitsikaas-Urticaceae_2011-07-14-b.wav				
2011-07-14-c	16:18	Chilc_Botan_RMM302_nexkihit-Zingiberaceae_2011-07-14-c.wav				
2011-07-14-d	2:17	Chilc_Botan_RMM302_tsonsasa-Tiliaceae_2011-07-14-d.wav				
2011-07-14-e	10:28	Chilc_Botan_RMM302_xoonoot-Tiliaceae_2011-07-14-e.wav				
2011-07-14-f	6:15	Chilc_Botan_RMM302_olookowit-Sterculiaceae_2011-07-14-f.wav				
2011-07-14-g	7:58	Chilc_Botan_RMM302_witstootomat-Solanaceae_2011-07-14-g.wav				
2011-07-14-h	23:36	Chilc_Botan_RMM302-EGS301_witskantsilin-tekwetahwits-Smilacaceae_2011-07-14-h.wav				
2011-07-14-i	8:12	Chilc_Botan_RMM302_tetsiilkowit-Sterculiaceae_2011-07-14-i.wav				
2011-07-14-j	9:45	Chilc_Botan_RMM302_ichkapxiwit-Selaginellaceae_2011-07-14-j.wav				
2011-07-14-k	35:13	Chilc_Botan_RMM302-ADA300_kowtsapot-Sapotaceae_2011-07-14-k.wav				
2011-07-14-l	9:00	Chilc_Botan_RMM302_kwesalkowit-Sapindaceae_2011-07-14-l.wav				
2011-07-14-m	5:19	Chilc_Botan_RMM302_taoolkowit-Salicaceae_2011-07-14-m.wav				
2011-07-14-n	5:43	Chilc_Botan_RMM302_texokowits-Salicaceae_2011-07-14-n.wav				
2011-07-15-a	5:11	Chilc_Botan_RMM302_witsikiteempiil-Rubiaceae_2011-07-15-a.wav				
2011-07-15-b	10:49	Huitz_Medic_MMD322_Vida-de-partera_2011-07-15-b.wav				
2011-07-15-c	8:59	Huitz_Medic_MMD322_nexwitil_2011-07-15-c.wav				
2011-07-15-d	5:22	Huitz_Medic_MMD322_noihtitsakwilia-detenerse-la-regla_2011-07-15-d.wav				
2011-07-15-e	2:27	Huitz_Medic_MMD322_keeman-teekokoh-see-iyooliikaan_2011-07-15-e.wav				
2011-07-15-f	8:21	Chilc_Botan_RMM302-EGS301_kwaakwaanakatsitsiin-Rubiaceae_2011-07-15-f.wav				
2011-07-15-g	9:55	Chilc_Botan_RMM302-EGS301_tsotsokapahxiwit-Rubiaceae_2011-07-15-g.wav				
2011-07-15-h	5:45	Huitz_Medic_MMD322_mikiaanalis_2011-07-15-h.wav				
2011-07-15-i	5:45	Huitz_Medic_MMD322_kokot_2011-07-15-i.wav				
2011-07-15-j	14:56	Chilc_Botan_RMM302_ochpaawaas-xoonoochpaawaas-Rubiaceae-Malvaceae_2011-07-15-j.wav				
2011-07-15-k	4:47	Chilc_Botan_RMM302_poposakani-Rhamnaceae_2011-07-15-k.wav				
2011-07-15-l	10:23	Huitz_Medic_MMD322_see-kipahtia-see-irinyon_2011-07-15-l.wav				
2011-07-15-m	11:56	Huitz_Medic_MMD322_Relacion-experiencia-clinica_2011-07-15-m.wav				
2011-07-15-n	10:13	Chilc_Botan_RMM302_moorahwits-Rosaceae_2011-07-15-n.wav				
2011-07-15-o	15:20	Huitz_Medic_MMD322_varios-remedios-que-trajo_2011-07-15-o.wav				
2011-07-15-p	12:27	Chilc_Botan_RMM302_Discusion-de-Poaceae_2011-07-15-p.wav				
2011-07-18-a	5:23	Tzina_Botan_JVC313-AND308_miimistoon-Helecho_2011-07-18-a.wav				
2011-07-18-b	7:28	Tzina_Botan_JVC313-AND308_sanamets-Helecho_2011-07-18-b.wav				
2011-07-18-c	4:13	Tzina_Botan_JVC313-AND308_xokihyaak-pesma-Helecho_2011-07-18-c.wav				
2011-07-18-d	8:43	Tzina_Botan_JVC313-AND308_Moraceae-kwaanakatsitsiin_2011-07-18-d.wav				
2011-07-18-e	8:08	Tzina_Botan_JVC313-AND308_kwaakwaanakatsitsiin-Rubiaceae_2011-07-18-e.wav				
2011-07-18-f	20:19	Ayotz_Cazas_HAC323_tahpeewal-trampa-para-animales-mayores_2011-07-18-f.wav				
2011-07-18-g	33:20	Ayotz_Agric_HAC323_Siembra-de-quelites-en-chilar_2011-07-18-g.wav				
2011-07-18-h	5:46	Tzina_Botan_JVC313-AND308_Family-pending-chiaawxiwit_2011-07-18-h.wav				
2011-07-18-i	9:15	Tzina_Botan_JVC313-AND308_paapaalookowit-Platanaceae_2011-07-18-i.wav				
2011-07-18-j	7:14	Tzina_Botan_JVC313-AND308_maatanka-Leguminosae_2011-07-18-j.wav				
2011-07-18-k	9:00	Tzina_Botan_JVC313-AND308_miskit-Leguminosae_2011-07-18-k.wav				
2011-07-18-l	9:20	Ayotz_Botan_HAC323_maatanka-Leguminosae_2011-07-18-l.wav				
2011-07-18-m	34:28	Ayotz_Agric_HAC323_owat-planting-processing-sugarcane_2011-07-18-m.wav				
2011-07-18-n	13:43	Tzina_Botan_JVC313-AND308_ahmoolkilit-Phytolaccaceae_2011-07-18-n.wav				
2011-07-18-o	8:27	Tzina_Botan_JVC313-AND308_tomakilit-Solanaceae_2011-07-18-o.wav				
2011-07-18-p	3:48	Tzina_Botan_JVC313_tomakilit-Solanaceae_2011-07-18-p.wav				
2011-07-18-q	18:39	Ayotz_MatCl_HAC323_keeniiw-see-kichihchiiwa-tenex_2011-07-18-q.wav				
2011-07-19-a	22:52	Xaltn_Botan_MFC307_nexkihit-Zingiberaceae_2011-07-19-a.wav				
2011-07-19-b	7:40	Xaltn_Botan_MFC307_aakiitsmekat-texokomekat-Vitaceae_2011-07-19-b.wav				
2011-07-19-c	4:00	Xaltn_Botan_MFC307_tanokwilpahxiwit-Verbenaceae_2011-07-19-c.wav				
2011-07-19-d	6:49	Xaltn_Botan_MFC307-MJS324_okwilkowit-Verbenaceae_2011-07-19-d.wav				
2011-07-19-e	7:26	Xaltn_Botan_MFC307_okwilkowit-Verbenaceae_2011-07-19-e.wav				
2011-07-19-f	12:50	Chilc_Botan_MFC307-RMM302_okwilkowit-kwaaokwilkowit-Verbenaceae_2011-07-19-f.wav				
2011-07-19-g	8:11	Xaltn_Botan_MFC307-MJS324_tsopeelik-xiwit-Verbenaceae_2011-07-19-g.wav				
2011-07-19-h	9:07	Xaltn_Comid_MFC307-MJS324_aaxokok-tipo-de-atole_2011-07-19-h.wav				
2011-07-19-i	4:12	Tzina_Botan_MJS324_paapaalookowit-Platanaceae_2011-07-19-i.wav				
2011-07-19-j	11:28	Tzina_Botan_MJS324-RMM302_pitsompech-omekilit-Piperaceae_2011-07-19-j.wav				
2011-07-19-k	28:40	Tzina_MatCl_MJS324_keeniiw-see-tahkiti-weaving_2011-07-19-k.wav				
2011-07-19-l	8:36	Xaltn_Botan_MFC307_xaalkowit-Piperaceae_2011-07-19-l.wav				
2011-07-19-m	7:47	Chilc_Botan_RMM302-MJS324_xaalkowit-Piperaceae_2011-07-19-m.wav				
2011-07-19-n	5:06	Chilc_Botan_RMM302_xaalkowit-Piperaceae_2011-07-19-n.wav				
2011-07-19-o	6:19	Xaltn_Botan_MFC307-MJS324_taxkaliswat-Piperaceae_2011-07-19-o.wav				
2011-07-19-p	7:20	Xaltn_Botan_MFC307-MJS324_tsotsolpahxiwit-Piperaceae_2011-07-19-p.wav				
2011-07-20-a	4:05	Xalpn_Medic_MSG328_estsompil-disenteria_2011-07-20-a.wav				
2011-07-20-b	4:56	Xalpn_Botan_MSG328_Boraginaceae-moolik-ilama-y-Fam-pend-taalokma_2011-07-20-b.wav				
2011-07-20-c	45:02	Xalpn_Narra_MSG328_Historia-de-vida-como-curandero_2011-07-20-c.wav				
2011-07-20-d	17:01	Tzina_Comid_MSO325_tamal-lista-completa_Tzina_2011-07-20-d.wav				
2011-07-20-e	37:17	Tzina_Comid_MSO325_atool-lista-completa_2011-07-20-e.wav				
2011-07-20-f	14:14	Tzina_Comid_MSO325_kilit-lista-1-de-3_2011-07-20-f.wav				
2011-07-20-g	5:50	Tzina_Comid_MSO325_kilit-lista-2-de-3_2011-07-20-g.wav				
2011-07-20-h	14:19	Tzina_Comid_MSO325_kilit-lista-3-de-3_2011-07-20-h.wav				
2011-07-20-i	51:49	Xalpn_Narra_MSG328_Historia-de-vida-agricultor_2011-07-20-i.wav				
2011-07-20-j	5:14	Xalpn_Medic_MSG328_moaawilkokowa-enfermedades-recurrentes_2011-07-20-j.wav				
2011-07-20-k	8:51	Xalpn_Medic_MSG328_ihxooch-see-misoota-vomito_2011-07-20-k.wav				
2011-07-20-l	18:53	Xalpn_Ritua_MSG328_tanootsa-invocaciones_2011-07-20-l.wav				
2011-07-20-m	7:03	Tzina_Botan_MSO325_xokoyoolin-Begonias_2011-07-20-m.wav				
2011-07-20-n	7:28	Tzina_Comid_MSO325_taxkal-preparacion-de-tortillas_2011-07-20-n.wav				
2011-07-21-a	10:22	Tzina_Botan_MGG317_aakiitsmekat-texokomekat-Vitaceae_2011-07-21-a.wav				
2011-07-21-b	6:29	Tzina_Botan_MGG317_kantsilin-aaxiwkeenkech-tekwetahwits-Smilacaceae_2011-07-21-b.wav				
2011-07-21-c	8:50	Tzina_Botan_MGG317-CVH329_kantsilin-Smilacaceae_2011-07-21-c.wav				
2011-07-21-d	11:05	Tzina_Botan_MGG317-CVH329_Solanaceae-tomat-tomates-comestibles_2011-07-21-d.wav				
2011-07-21-e	5:32	Xalpn_Botan_CVH329_siitaltomat-Solanaceae_2011-07-21-e.wav				
2011-07-21-f	7:16	Xalpn_Botan_CVH329_yeektomat-Solanaceae_2011-07-21-f.wav				
2011-07-21-g	5:49	Tzina_Botan_MGG317-CVH329_miiltomat-aatomat-Solanaceae_2011-07-21-g.wav				
2011-07-21-h	8:39	Xalpn_Botan_CVH329_Rubiaceae-witsikiteempiil_2011-07-21-h.wav				
2011-07-21-i	8:35	Xalpn_Botan_CVH329_Piperaceae-omekilit_2011-07-21-i.wav				
2011-07-21-j	6:37	Xalpn_Botan_CVH329_Lamiaceae-raabiahxoochit_2011-07-21-j.wav				
2011-07-21-k	6:54	Xalpn_Botan_CVH329_Lamiaceae-kweetehxiwit_2011-07-21-k.wav				
2011-07-21-l	6:13	Xalpn_Botan_CVH329_Lamiaceae-teposihyaak_2011-07-21-l.wav				
2011-07-21-m	7:48	Xalpn_Botan_CVH329_Adoxaceae-xoomeet_2011-07-21-m.wav				
2011-07-21-n	5:59	Xalpn_Botan_CVH329_Solanaceae-istaak-kwitakowit_2011-07-21-n.wav				
2011-07-21-o	5:33	Xalpn_Botan_CVH329_Malvaceae-teempaawaxiwit_2011-07-21-o.wav				
2011-07-21-p	6:14	Xalpn_Botan_CVH329_Malvaceae-xoonoochpaawaas_2011-07-21-p.wav				
2011-07-21-q	3:30	Xalpn_Botan_CVH329_Verbenaceae-chapolistit_2011-07-21-q.wav				
2011-07-21-r	10:33	Xalpn_Botan_CVH329_Asteraceae-aakookohxiwit_2011-07-21-r.wav				
2011-07-21-s	10:34	Xalpn_Botan_CVH329_Asteraceae-yeekmoosoot-kwamoosoot_2011-07-21-s.wav				
2011-07-21-t	5:30	Tzina_Botan_MGG317_aatsiitsikaas-Urticaceae_2011-07-21-t.wav				
2011-07-21-u	7:35	Tzina_Botan_MGG317_xokoyoolin-Begoniaceae_2011-07-21-u.wav				
2011-07-21-v	6:17	Tzina_Botan_MGG317_maatanka-miskit-Leguminosae_2011-07-21-v.wav				
2011-07-22-a	14:07	Tzina_Botan_AND308-JVC313_Salicaceae-y-Fam-pend-kweyameet_2011-07-22-a.wav				
2011-07-22-b	23:35	Tzina_Botan_AND308-JVC313_omikilit-Piperaceae_2011-07-22-b.wav				
2011-07-22-c	8:37	Tzina_Botan_AND308-JVC313_piltsompech-Piperaceae_2011-07-22-c.wav				
2011-07-22-d	22:23	Tzina_Botan_AND308-JVC313_xaalkowit-Piperaceae_2011-07-22-d.wav				
2011-07-22-e	9:56	Tzina_Botan_AND308-JVC313_tsotsolpahxiwit-Piperaceae_2011-07-22-e.wav				
2011-07-22-f	6:42	Tzina_Botan_AND308-JVC313_taxkaliswat-Piperaceae_2011-07-22-f.wav				
2011-07-22-g	8:40	Tzina_Botan_AND308-JVC313_tankwaakwiikwil-Piperaceae_2011-07-22-g.wav				
2011-07-22-h	6:36	Tzina_Botan_AND308-JVC313_nakastekilit-Piperaceae_2011-07-22-h.wav				
2011-07-22-i	7:38	Tzina_Botan_AND308-JVC313_teekwaanenepiil-Piperaceae_2011-07-22-i.wav				
2011-07-22-j	10:08	Tzina_Botan_AND308-JVC313_awakat-eei-taman-Lauraceae_2011-07-22-j.wav				
2011-07-22-k	10:23	Tzina_Botan_AND308-JVC313_chiniinah-Lauraceae_2011-07-22-k.wav				
2011-07-22-l	9:35	Tzina_Botan_AND308-JVC313_anay-Lauraceae_2011-07-22-l.wav				
2011-07-22-m	9:13	Tzina_Botan_AND308-JVC313_kwamaait-Lauraceae_2011-07-22-m.wav				
2011-07-22-n	8:05	Tzina_Botan_AND308-JVC313_alaawakkowit-Lauraceae_2011-07-22-n.wav				
2011-07-22-o	5:59	Tzina_Botan_AND308-JVC313_awakatsitsiin-Lauraceae_2011-07-22-o.wav				
2011-07-22-p	6:29	Tzina_Botan_AND308-JVC313_chiichiilawakat-Lauraceae_2011-07-22-p.wav				
2011-07-25-a	12:18	Tzina_Botan_RMM302-MSO325_xokoyoolin-Begoniaceae_2011-07-25-a.wav				
2011-07-25-b	5:41	Tzina_Botan_RMM302-MSO325_ahmoolkilit-Phytolaccaceae_2011-07-25-b.wav				
2011-07-25-c	7:51	Tzina_Botan_RMM302-MSO325_pipihyaak-o-maanenextik-xiwit-Papaveraceae_2011-07-25-c.wav				
2011-07-25-d	7:20	Tzina_Botan_EGS301-MSO325_aateempan-chookani-Orchideaceae_2011-07-25-d.wav				
2011-07-25-e	5:47	Xaltn_Botan_ADA300-EGS301_kowtah-xiwaan-Orchideaceae_2011-07-25-e.wav				
2011-07-25-f	4:46	Chilc_Botan_RMM302_tsinaakamekat-Passifloraceae_2011-07-25-f.wav				
2011-07-25-g	10:24	Chilc_Botan_RMM302-MSO325_marakuyaan-Passifloraceae_2011-07-25-g.wav				
2011-07-25-h	28:07	Tzina_Narra_RMM302-MSO325_Historia-vida-de-joven_2011-07-25-h.wav				
2011-07-25-i	3:00	Chilc_Botan_RMM302_ahwachmaamaani-Onagraceae_2011-07-25-i.wav				
2011-07-25-j	7:15	Tzina_Botan_RMM302-MSO325_nexokoliilpah-Onagraceae_2011-07-25-j.wav				
2011-07-25-k	12:22	Tzina_Narra_MSO325_Experiencias-hermana-de-mayorodomo_2011-07-25-k.wav				
2011-07-25-l	17:38	Tzina_Botan_MSO325_nanakat-hongos_2011-07-25-l.wav				
2011-07-25-m	21:16	Tzina_MatCl_MSO325_siwaatilmah-ropa-de-mujer_2011-07-25-m.wav				
2011-07-25-n	17:23	Chilc_Botan_RMM302-MSO325_kamarroosah-Myrtaceae_2011-07-25-n.wav				
2011-07-25-o	12:37	Chilc_Botan_RMM302_tekwawit-Myrtaceae_2011-07-25-o.wav				
2011-07-26-a	7:42	Xaltn_Medic_MFC307_kalanemiiliis-diarrhea_2011-07-26-a.wav				
2011-07-26-b	64:05	Xalpn_Medic_CVH329-EGS301_kalanemiiliis-diarrhea_2011-07-26-b.wav				
2011-07-26-c	13:44	Xaltn_Cuent_MFC307_mikaakaawal_2011-07-26-c.wav				
2011-07-26-d	31:33	Xaltn_Comid_MFC307_emool-frijoles_2011-07-26-d.wav				
2011-07-26-e	3:03	Xalpn_Medic_CVH329_xaalkowit-Piperaceae_2011-07-26-e.wav				
2011-07-26-f	8:11	Xalpn_Medic_CVH329_durazno_2011-07-26-f.wav				
2011-07-26-g	2:12	Xalpn_Medic_CVH329_kwikwitskaochpaawaas-Rubiaceae_2011-07-26-g.wav				
2011-07-26-h	4:14	Xalpn_Medic_CVH329_xaalxokot-Myrtaceae_2011-07-26-h.wav				
2011-07-26-i	2:17	Xalpn_Medic_CVH329_chiliiyoh-Onagraceae_2011-07-26-i.wav				
2011-07-26-j	4:42	Xalpn_Medic_CVH329_epasoot-Chenopodiaceae_2011-07-26-j.wav				
2011-07-26-k	7:22	Xalpn_Medic_CVH329_maapisiilkowit-Melastomataceae_2011-07-26-k.wav				
2011-07-26-l	10:25	Xalpn_Medic_CVH329_maaltantsiin-Lamiaceae_2011-07-26-l.wav				
2011-07-26-m	25:24	Xalpn_MatCl_CVH329_tahkit-telar-tejido_2011-07-26-m.wav				
2011-07-26-n	12:53	Xalpn_MatCl_CVH329_tein-see-kikwi-ihwaak-tahkiti-instrum-del-telar_2011-07-26-n.wav				
2011-07-26-o	34:10	Xaltn_Botan_MFC307_nanakat-hongos_2011-07-26-o.wav				
2011-07-27-a	24:02	Chilc_Botan_RMM302-MSO325_tewitsoot-Agavaceae_2011-07-27-a.wav				
2011-07-27-b	9:30	Chilc_Botan_RMM302-MSO325_chamakih-Heliconiaceae_2011-07-27-b.wav				
2011-07-27-c	8:33	Xalpn_Botan_MGV330-MSO325_sempowalxoochit-Asteraceae_2011-07-27-c.wav				
2011-07-27-d	4:18	Xalpn_Botan_MGV330-MSO325_olooxoochit-Amaranthaceae_2011-07-27-d.wav				
2011-07-27-e	3:18	Xalpn_Botan_MGV330-MSO325_Amaranthaceae-xeelahxoochitl_2011-07-27-e.wav				
2011-07-27-f	13:37	Xalpn_Botan_MGV330-MSO325_tein-xoochit-see-kaaketsa-flores-para-florero_2011-07-27-f.wav				
2011-07-27-g	35:27	Xalpn_Botan_MGV330-MSO325_nanakat-hongos_2011-07-27-g.wav				
2011-07-27-h	3:04	Xalpn_Botan_MGV330-MSO325_kanachi-taman-nanakat-variedades-en-hongos_2011-07-27-h.wav				
2011-07-27-i	18:55	Xalpn_Comid_MGV330-MSO325_xiwit-tein-see-tahwiaalia-condimentos_2011-07-27-i.wav				
2011-07-27-j	6:16	Chilc_Botan_RMM302-MSO325_mowih-Acanthaceae_2011-07-27-j.wav				
2011-07-27-k	2:44	Chilc_Botan_RMM302-MSO325_teenkwaakwalaxoochit-Acanthaceae_2011-07-27-k.wav				
2011-07-27-l	6:21	Chilc_Botan_RMM302-MSO325_xokotatopoonkowit-Acanthaceae_2011-07-27-l.wav				
2011-07-27-m	35:32	Xalpn_Botan_MGV330-RMM302_kowtatiil-firewood_2011-07-27-m.wav				
2011-07-28-a	34:42	Tzina_Botan_AND308_kanachi-taman-chiil-tipos-de-chile_2011-07-28-a.wav				
2011-07-28-b	16:38	Tzina_Botan_AND308-JSD318_pitsoaaxiwit-Asteraceae_2011-07-28-b.wav				
2011-07-28-c	55:05	Tzina_Botan_AND308-JSD318_poposokani-Rhamnaceae_2011-07-28-c.wav				
2011-07-28-d	16:01	Tzina_Botan_AND308-JSD318_Rosaceae-y-Fam-pend-piitskowit_2011-07-28-d.wav				
2011-07-28-e	15:45	Tzina_Botan_AND308-JSD318_mowih-Acanthaceae_2011-07-28-e.wav				
